"","shipmode","Segment","Region","City","Total_sales","Total_profit","Total_Disc"
"1642","Standard Class","Home Office","Central","Saint Charles",8.736,-4.8048,0.6
"1643","Standard Class","Home Office","Central","Saint Peters",697.16,146.4036,0
"1644","Standard Class","Home Office","Central","San Antonio",270.698,-18.51,1.3
"1645","Standard Class","Home Office","Central","Sheboygan",79.74,34.3419,0
"1646","Standard Class","Home Office","Central","Springfield",886.28,248.0276,0
"1647","Standard Class","Home Office","Central","Sterling Heights",19,8.93,0
"1648","Standard Class","Home Office","Central","Superior",1299.73,514.0822,0
"1649","Standard Class","Home Office","Central","Trenton",1109.725,436.102,0.1
"1650","Standard Class","Home Office","Central","Tulsa",832.04,260.7814,0
"1651","Standard Class","Home Office","Central","Woodstock",2.912,0.91,0.2
"1652","Standard Class","Home Office","East","Akron",5.742,-4.5936,0.7
"1653","Standard Class","Home Office","East","Allentown",837.444,-230.1632,1.5
"1654","Standard Class","Home Office","East","Baltimore",1379.32,396.9894,0
"1655","Standard Class","Home Office","East","Burlington",1294.75,336.635,0
"1656","Standard Class","Home Office","East","Cambridge",90.6,36.67,0
"1657","Standard Class","Home Office","East","Chester",91.726,4.23,1
"1658","Standard Class","Home Office","East","Cleveland",632.366,-54.6225,1.9
"1659","Standard Class","Home Office","East","Clinton",453.92,130.8888,0
"1660","Standard Class","Home Office","East","Columbia",432.14,191.4126,0
"1661","Standard Class","Home Office","East","Columbus",1304.449,69.8208,3.9
"1662","Standard Class","Home Office","East","Concord",1897.35,497.9681,0
"1663","Standard Class","Home Office","East","Danbury",27.46,9.8856,0
"1664","Standard Class","Home Office","East","Everett",1132.84,288.6394,0
"1665","Standard Class","Home Office","East","Fairfield",916.59,260.5332,0
"1666","Standard Class","Home Office","East","Franklin",1388.46,409.8546,0
"1667","Standard Class","Home Office","East","Holyoke",301.96,60.392,0
"1668","Standard Class","Home Office","East","Lakewood",578.384,143.0322,1.5
"1669","Standard Class","Home Office","East","Lancaster",1222.446,-240.6057,1
"1670","Standard Class","Home Office","East","Lawrence",2555.082,729.4441,0.3
"1671","Standard Class","Home Office","East","Lewiston",106.08,32.2658,0
"1672","Standard Class","Home Office","East","Lorain",141.906,30.5876,1.2
"1673","Standard Class","Home Office","East","Malden",188.7,20.8524,0
"1674","Standard Class","Home Office","East","Milford",199.75,87.89,0
"1675","Standard Class","Home Office","East","New Brunswick",14.77,7.1567,0
"1676","Standard Class","Home Office","East","New Rochelle",277.57,133.6953,0
"1677","Standard Class","Home Office","East","New York City",21110.524,7577.3794,3.5
"1678","Standard Class","Home Office","East","Newark",291.978,78.9591,0.2
"1679","Standard Class","Home Office","East","Niagara Falls",34.992,11.4318,0.2
"1680","Standard Class","Home Office","East","Norwich",22.2,9.102,0
"1681","Standard Class","Home Office","East","Paterson",399.49,163.888,0
"1682","Standard Class","Home Office","East","Perth Amboy",178.21,45.7104,0
"1683","Standard Class","Home Office","East","Philadelphia",12879.772,-1708.4537,22.1
"1684","Standard Class","Home Office","East","Plainfield",2639.99,635.6371,0
"1685","Standard Class","Home Office","East","Providence",11177.4,4494.7218,0
"1686","Standard Class","Home Office","East","Quincy",283.46,104.7472,0
"1687","Standard Class","Home Office","East","Revere",57.32,28.2712,0
"1688","Standard Class","Home Office","East","Rochester",190.086,54.7955,0.2
"1689","Standard Class","Home Office","East","Rome",408.96,129.9066,0
"1690","Standard Class","Home Office","East","Springfield",1250.818,-119.9734,3.3
"1691","Standard Class","Home Office","East","Toledo",59.948,-14.1904,0.9
"1692","Standard Class","Home Office","East","Troy",129.976,-97.7039,0.9
"1693","Standard Class","Home Office","East","Waterbury",484.74,135.1433,0
"1694","Standard Class","Home Office","East","Watertown",191.646,31.941,0.1
"1695","Standard Class","Home Office","East","Westfield",358.23,129.768,0
"1696","Standard Class","Home Office","East","Wheeling",536.48,262.8752,0
"1697","Standard Class","Home Office","East","Wilmington",872.5,401.9111,0
"1698","Standard Class","Home Office","East","Yonkers",52.44,24.1224,0
"1699","Standard Class","Home Office","South","Alexandria",944.61,105.5586,0
"1700","Standard Class","Home Office","South","Apopka",681.432,43.4442,0.9
"1701","Standard Class","Home Office","South","Arlington",108.89,34.5786,0
"1702","Standard Class","Home Office","South","Atlanta",1396.35,694.4142,0
"1703","Standard Class","Home Office","South","Auburn",3.76,1.0904,0
"1704","Standard Class","Home Office","South","Boynton Beach",32.088,10.4073,0.6
"1705","Standard Class","Home Office","South","Burlington",1633.188,-1306.5504,0.7
"1706","Standard Class","Home Office","South","Charlotte",1447.162,23.6113,2.8
"1707","Standard Class","Home Office","South","Charlottesville",67.96,12.2328,0
"1708","Standard Class","Home Office","South","Chesapeake",1139.92,284.98,0
"1709","Standard Class","Home Office","South","Clarksville",513.496,-13.2408,0.8
"1710","Standard Class","Home Office","South","Columbia",53.824,1.1112,0.9
"1711","Standard Class","Home Office","South","Columbus",2795.99,577.8964,0
"1712","Standard Class","Home Office","South","Deltona",17.856,2.0088,0.2
"1713","Standard Class","Home Office","South","Durham",67.76,5.082,0.4
"1714","Standard Class","Home Office","South","Fayetteville",48,20.0514,0.4
"1715","Standard Class","Home Office","South","Florence",4.98,2.4402,0
"1716","Standard Class","Home Office","South","Fort Lauderdale",1073.216,211.0512,1.7
"1717","Standard Class","Home Office","South","Franklin",763.508,-65.819,1.5
"1718","Standard Class","Home Office","South","Gastonia",895.06,-14.7436,1.3
"1719","Standard Class","Home Office","South","Greenville",37.264,6.8468,0.4
"1720","Standard Class","Home Office","South","Hampton",113.1,56.55,0
"1721","Standard Class","Home Office","South","Harrisonburg",39.96,14.3856,0
"1722","Standard Class","Home Office","South","Henderson",4402.46,1355.065,0
"1723","Standard Class","Home Office","South","Hendersonville",16.218,-10.9566,1.4
"1724","Standard Class","Home Office","South","Hialeah",392.832,16.158,0.6
"1725","Standard Class","Home Office","South","Hollywood",399.53,26.978,0.9
"1726","Standard Class","Home Office","South","Hot Springs",215.84,59.0848,0
"1727","Standard Class","Home Office","South","Jackson",1035.26,451.1356,0
"1728","Standard Class","Home Office","South","Jacksonville",24683.948,-1666.2211,3.2
"1729","Standard Class","Home Office","South","Knoxville",4.608,1.6704,0.2
"1730","Standard Class","Home Office","South","Lakeland",729.648,47.8878,0.4
"1731","Standard Class","Home Office","South","Lebanon",239.976,17.9982,0.2
"1732","Standard Class","Home Office","South","Louisville",1338.63,401.5726,0
"1733","Standard Class","Home Office","South","Miami",469.44,76.5478,1.4
"1734","Standard Class","Home Office","South","Miramar",419.136,-57.6312,0.2
"1735","Standard Class","Home Office","South","Nashville",64.784,-12.9568,0.2
"1736","Standard Class","Home Office","South","Richmond",1446.84,376.8408,0
"1737","Standard Class","Home Office","South","Salem",273.59,124.4453,0
"1738","Standard Class","Home Office","South","Sandy Springs",148.16,45.2831,0
"1739","Standard Class","Home Office","South","Sanford",225.546,-11.8272,0.9
"1740","Standard Class","Home Office","South","Smyrna",260.31,97.2226,0
"1741","Standard Class","Home Office","South","Springdale",4.3,1.419,0
"1742","Standard Class","Home Office","South","Springfield",227,58.9236,0
"1743","Standard Class","Home Office","South","Suffolk",158.81,63.3456,0
"1744","Standard Class","Home Office","South","Tallahassee",702.704,-24.1581,0.6
"1745","Standard Class","Home Office","South","Tampa",2252.5885,-392.1051,4.3
"1746","Standard Class","Home Office","South","Texarkana",48.9,18.093,0
"1747","Standard Class","Home Office","South","Tuscaloosa",175.7,51.0104,0
"1748","Standard Class","Home Office","South","Virginia Beach",177.8,75.7131,0
"1749","Standard Class","Home Office","South","Waynesboro",334.2,106.5112,0
"1750","Standard Class","Home Office","South","West Palm Beach",13.12,2.132,0.2
"1751","Standard Class","Home Office","South","Wilson",7.38,-5.412,0.7
"1752","Standard Class","Home Office","West","Albuquerque",302.376,22.6782,0.2
"1753","Standard Class","Home Office","West","Auburn",4.18,1.5048,0
"1754","Standard Class","Home Office","West","Aurora",596.472,-81.9534,1
"1755","Standard Class","Home Office","West","Bakersfield",28.666,10.3363,0.4
"1756","Standard Class","Home Office","West","Bellevue",25.35,7.605,0
"1757","Standard Class","Home Office","West","Bozeman",43.66,20.8106,0
"1758","Standard Class","Home Office","West","Burbank",3247.158,764.5338,0.2
"1759","Standard Class","Home Office","West","Carlsbad",228.28,105.9048,0
"1760","Standard Class","Home Office","West","Chandler",900.712,95.3938,0.6
"1761","Standard Class","Home Office","West","Cheyenne",1603.136,100.196,0.2
"1762","Standard Class","Home Office","West","Chula Vista",665.88,106.5408,0
"1763","Standard Class","Home Office","West","Colorado Springs",1344.42,152.4156,1.1
"1764","Standard Class","Home Office","West","Concord",499.552,142.4758,0.2
"1765","Standard Class","Home Office","West","Covington",366.78,101.9774,0
"1766","Standard Class","Home Office","West","Denver",29.472,9.9468,0.2
"1767","Standard Class","Home Office","West","Des Moines",18.54,8.7138,0
"1768","Standard Class","Home Office","West","El Cajon",478.48,47.848,0.2
"1769","Standard Class","Home Office","West","Escondido",23.36,6.0736,0
"1770","Standard Class","Home Office","West","Fresno",289.246,101.5376,0.15
"1771","Standard Class","Home Office","West","Gilbert",882.99,-142.1216,1.5
"1772","Standard Class","Home Office","West","Great Falls",4195.476,1457.7613,0.2
"1773","Standard Class","Home Office","West","Helena",403.94,64.2482,0.2
"1774","Standard Class","Home Office","West","La Mesa",367.53,114.387,0.2
"1775","Standard Class","Home Office","West","Laguna Niguel",216.943,23.149,0.15
"1776","Standard Class","Home Office","West","Lake Forest",1027.676,155.737,0.2
"1777","Standard Class","Home Office","West","Lakewood",1190.004,-35.1186,0.6
"1778","Standard Class","Home Office","West","Las Cruces",8.28,3.4776,0
"1779","Standard Class","Home Office","West","Las Vegas",75.792,25.5798,0.2
"1780","Standard Class","Home Office","West","Los Angeles",16495.668,3273.4041,5.6
"1781","Standard Class","Home Office","West","Louisville",2613.309,-3424.3546,3
"1782","Standard Class","Home Office","West","Manteca",314.55,150.984,0
"1783","Standard Class","Home Office","West","Meridian",307.74,87.222,0
"1784","Standard Class","Home Office","West","Mesa",44.784,16.2342,0.2
"1785","Standard Class","Home Office","West","Moreno Valley",107.346,34.3677,0.2
"1786","Standard Class","Home Office","West","Oakland",34.58,10.0282,0
"1787","Standard Class","Home Office","West","Oceanside",12.9,6.321,0
"1788","Standard Class","Home Office","West","Orem",133.128,41.4336,0.2
"1789","Standard Class","Home Office","West","Pasadena",739.736,71.974,0.2
"1790","Standard Class","Home Office","West","Peoria",101.004,15.6262,1.8
"1791","Standard Class","Home Office","West","Phoenix",1806.171,-853.518,2.4
"1792","Standard Class","Home Office","West","Portland",5.682,-3.788,0.7
"1793","Standard Class","Home Office","West","Provo",44.4,12.432,0
"1794","Standard Class","Home Office","West","Redmond",12.32,5.9136,0
"1795","Standard Class","Home Office","West","Reno",4.71,0,0
"1796","Standard Class","Home Office","West","Riverside",51.184,19.194,0.2
"1797","Standard Class","Home Office","West","Roseville",2.48,1.1656,0
"1798","Standard Class","Home Office","West","Sacramento",70.82,22.2632,0
"1799","Standard Class","Home Office","West","Salem",6.208,0.6984,0.2
"1800","Standard Class","Home Office","West","Salt Lake City",219.12,95.8439,0.2
"1801","Standard Class","Home Office","West","San Bernardino",110.528,38.6848,0.2
"1802","Standard Class","Home Office","West","San Diego",3776.578,521.1738,0.8
"1803","Standard Class","Home Office","West","San Francisco",3712.811,1072.4316,2.75
"1804","Standard Class","Home Office","West","San Gabriel",2061.01,290.8953,0.2
"1805","Standard Class","Home Office","West","San Jose",29.12,9.828,0.2
"1806","Standard Class","Home Office","West","Santa Ana",20.16,9.8784,0
"1807","Standard Class","Home Office","West","Santa Barbara",3530.298,392.4106,0.4
"1808","Standard Class","Home Office","West","Santa Fe",8.4,2.184,0
"1809","Standard Class","Home Office","West","Seattle",9672.894,1475.9509,3.4
"1810","Standard Class","Home Office","West","Sparks",86.2,24.998,0
"1811","Standard Class","Home Office","West","Spokane",136.26,5.4504,0
"1812","Standard Class","Home Office","West","Springfield",739.051,-270.6932,1.3
"1813","Standard Class","Home Office","West","Stockton",629.64,107.0388,0
"1814","Standard Class","Home Office","West","Thousand Oaks",32.75,15.065,0
"1815","Standard Class","Home Office","West","Tigard",205.744,14.2053,0.6
"1816","Standard Class","Home Office","West","Tucson",100.922,8.3768,0.9
"1817","Standard Class","Home Office","West","Vallejo",1064.624,277.8048,0.2
"1818","Standard Class","Home Office","West","Vancouver",44.02,11.4452,0
"1819","Standard Class","Home Office","West","Yuma",599.985,-479.988,0.7
